order_id,order_date,product_id,product_category,price,discount_percent,quantity_sold,customer_region,payment_method,rating,review_count,discounted_price,total_revenue
31107,2022-10-04,6848,Electronics,788.23,25,9,North America,Wallet,3.6,715,591.17,5320.55
31108,2023-06-24,8656,Electronics,320.46,20,3,North America,UPI,2.1,283,256.37,769.1
31109,2022-01-14,3345,Fashion,778.09,15,6,Asia,PayPal,2.2,357,661.38,3968.26
31110,2022-11-02,6549,Beauty,108.77,15,2,North America,UPI,1.7,1063,92.45,184.91
31111,2022-11-22,7680,Fashion,436.18,15,2,North America,Debit Card,3.6,783,370.75,741.51
31112,2022-02-13,9770,Books,284.03,25,5,Asia,Credit Card,2.4,151,213.02,1065.11
31113,2023-04-21,2698,Sports,282.73,30,1,Europe,Debit Card,1.7,985,197.91,197.91
31114,2022-07-29,7984,Fashion,931.1,0,6,North America,Credit Card,1.4,1035,931.1,5586.6
31115,2022-12-29,7037,Fashion,778.61,15,9,Middle East,Debit Card,1.9,1771,661.82,5956.37
31116,2023-01-22,6256,Fashion,768.52,5,6,North America,Credit Card,3.8,554,730.09,4380.56
31117,2023-12-09,7551,Home & Garden,498.26,15,5,Asia,PayPal,3.0,349,423.52,2117.6
31118,2023-05-19,1278,Fashion,625.41,10,9,Middle East,PayPal,2.6,200,562.87,5065.82
31119,2022-11-03,2468,Home & Garden,788.12,0,9,Europe,PayPal,3.5,661,788.12,7093.08
31120,2023-06-06,3318,Electronics,273.93,10,1,Middle East,Wallet,5.0,1021,246.54,246.54
31121,2022-01-15,5536,Sports,298.41,30,7,Europe,Debit Card,4.2,1498,208.89,1462.21
31122,2023-08-10,6347,Books,884.68,20,4,Europe,Wallet,4.7,723,707.74,2830.98
31123,2022-11-26,6939,Sports,236.7,15,6,Asia,Debit Card,4.1,1441,201.2,1207.17
31124,2023-05-26,2783,Fashion,683.18,30,3,Europe,PayPal,4.8,1269,478.23,1434.68
31125,2023-10-18,7630,Electronics,919.74,25,7,North America,Wallet,2.4,1056,689.8,4828.64
31126,2023-10-17,4226,Books,952.75,25,4,North America,Cash,2.3,1647,714.56,2858.25
31127,2022-08-17,3819,Home & Garden,310.16,0,9,Middle East,Cash,4.1,1911,310.16,2791.44
31128,2023-08-10,4970,Fashion,950.67,25,4,Asia,Wallet,4.3,1764,713.0,2852.01
31129,2022-09-15,1424,Home & Garden,146.61,0,9,Asia,Cash,4.3,431,146.61,1319.49
31130,2023-11-25,3105,Fashion,250.15,15,9,North America,Debit Card,4.0,1935,212.63,1913.65
31131,2022-01-20,3470,Beauty,407.69,15,4,North America,UPI,4.1,1682,346.54,1386.15
31132,2022-12-11,6894,Sports,762.0,0,1,Europe,Debit Card,3.8,1209,762.0,762.0
31133,2023-08-22,4794,Sports,98.77,20,1,Middle East,Debit Card,1.9,294,79.02,79.02
31134,2023-10-06,3891,Sports,230.24,15,1,Asia,PayPal,4.9,280,195.7,195.7
31135,2023-07-16,4147,Beauty,481.96,0,6,North America,Debit Card,2.2,254,481.96,2891.76
31136,2022-02-16,5051,Electronics,84.01,0,6,North America,PayPal,1.9,1843,84.01,504.06
31137,2022-05-24,4651,Electronics,359.14,25,5,Middle East,Wallet,2.6,1308,269.36,1346.78
31138,2023-11-05,8901,Electronics,618.44,20,8,Middle East,Debit Card,4.6,920,494.75,3958.02
31139,2023-03-19,2174,Home & Garden,774.87,25,5,Asia,Credit Card,4.3,941,581.15,2905.76
31140,2022-01-02,3949,Books,505.86,0,2,Europe,Debit Card,2.8,1898,505.86,1011.72
31141,2022-06-22,9628,Beauty,453.81,20,5,Asia,PayPal,4.4,878,363.05,1815.24
31142,2023-09-24,7116,Beauty,338.48,20,2,Asia,Wallet,3.2,313,270.78,541.57
31143,2022-09-14,1234,Electronics,374.71,5,6,Europe,Debit Card,1.3,1565,355.97,2135.85
31144,2022-10-04,8912,Electronics,544.38,20,7,Asia,Wallet,4.7,618,435.5,3048.53
31145,2022-05-31,5770,Electronics,402.14,10,3,Middle East,Debit Card,2.0,1757,361.93,1085.78
31146,2023-10-29,6128,Beauty,324.16,15,6,Europe,Wallet,4.8,154,275.54,1653.22
31147,2022-02-15,5856,Electronics,627.15,15,5,Asia,Wallet,3.6,1537,533.08,2665.39
31148,2022-08-27,9159,Sports,996.68,5,8,Europe,Debit Card,3.6,284,946.85,7574.77
31149,2022-04-03,3474,Electronics,300.43,15,7,North America,PayPal,3.1,506,255.37,1787.56
31150,2022-12-29,1226,Sports,128.89,25,4,Europe,UPI,4.2,324,96.67,386.67
31151,2023-06-28,7160,Fashion,155.88,10,7,North America,Cash,1.2,137,140.29,982.04
31152,2023-09-07,5801,Fashion,610.79,20,6,North America,Wallet,1.1,1224,488.63,2931.79
31153,2022-05-24,6357,Beauty,561.3,20,9,Middle East,Credit Card,3.9,1028,449.04,4041.36
31154,2022-12-07,8548,Books,115.68,10,5,Asia,Cash,2.7,531,104.11,520.56
31155,2023-06-18,4995,Home & Garden,415.98,15,6,North America,Wallet,3.8,1335,353.58,2121.5
31156,2022-10-15,2410,Fashion,855.66,25,9,Europe,Cash,1.0,212,641.74,5775.7
31157,2023-09-18,5764,Beauty,483.14,10,1,Asia,Debit Card,4.1,1772,434.83,434.83
31158,2022-01-18,2337,Beauty,784.0,0,1,Asia,Credit Card,1.2,688,784.0,784.0
31159,2023-04-25,6420,Sports,55.88,25,5,Europe,UPI,2.5,1567,41.91,209.55
31160,2022-07-15,1117,Sports,496.42,25,2,Middle East,UPI,1.6,1432,372.32,744.63
31161,2022-11-16,2868,Electronics,825.84,20,1,Middle East,PayPal,1.8,476,660.67,660.67
31162,2022-06-07,3097,Home & Garden,605.95,30,8,Asia,Wallet,1.6,652,424.16,3393.32
31163,2022-02-11,2813,Fashion,123.2,20,8,Middle East,Debit Card,2.4,498,98.56,788.48
31164,2022-08-21,9734,Sports,885.8,25,6,North America,Wallet,3.9,1990,664.35,3986.1
31165,2022-04-09,3374,Books,193.35,20,9,Europe,UPI,4.1,586,154.68,1392.12
31166,2023-08-01,2526,Home & Garden,714.86,25,5,Europe,Cash,3.5,1665,536.14,2680.72
31167,2023-03-27,8087,Beauty,81.69,30,5,Asia,Credit Card,4.5,1981,57.18,285.91
31168,2023-11-12,9793,Home & Garden,543.02,15,5,Asia,Cash,2.1,467,461.57,2307.83
31169,2023-04-16,4614,Electronics,307.54,20,7,Europe,PayPal,3.0,1415,246.03,1722.22
31170,2023-04-28,3149,Sports,976.68,30,7,Asia,Credit Card,1.6,1084,683.68,4785.73
31171,2022-10-20,4301,Sports,900.65,20,5,Asia,Debit Card,2.7,1443,720.52,3602.6
31172,2023-06-30,9579,Sports,446.37,15,6,Europe,UPI,2.1,1073,379.41,2276.49
31173,2023-03-24,4680,Home & Garden,855.32,25,3,Europe,Credit Card,3.7,1954,641.49,1924.47
31174,2023-04-17,4282,Fashion,246.99,20,3,Asia,Wallet,2.4,150,197.59,592.78
31175,2023-01-07,3696,Home & Garden,525.2,15,1,Europe,Debit Card,3.2,150,446.42,446.42
31176,2023-09-17,5151,Sports,830.42,10,2,North America,UPI,2.5,1104,747.38,1494.76
31177,2023-01-10,2305,Home & Garden,687.65,10,1,Asia,Credit Card,2.5,606,618.88,618.88
31178,2022-04-27,1716,Beauty,454.27,10,6,North America,UPI,4.3,505,408.84,2453.06
31179,2023-11-04,6845,Sports,540.05,20,6,North America,Credit Card,3.7,500,432.04,2592.24
31180,2022-11-13,6758,Home & Garden,297.77,5,4,Asia,UPI,3.2,299,282.88,1131.53
31181,2022-03-10,4655,Books,567.95,0,8,Middle East,Cash,2.3,1251,567.95,4543.6
31182,2023-06-10,7359,Sports,144.51,20,3,Asia,PayPal,1.6,149,115.61,346.82
31183,2023-03-12,9505,Electronics,759.36,10,1,Middle East,Cash,2.2,1137,683.42,683.42
31184,2022-10-01,3280,Electronics,994.99,25,2,Europe,Credit Card,2.0,1691,746.24,1492.48
31185,2023-12-05,3622,Books,61.45,5,3,North America,Wallet,4.9,467,58.38,175.13
31186,2023-06-20,5342,Electronics,794.6,10,7,Europe,PayPal,3.2,1968,715.14,5005.98
31187,2022-06-12,3489,Fashion,841.36,0,5,Middle East,Cash,3.4,1921,841.36,4206.8
31188,2022-07-26,2922,Beauty,43.51,15,3,Middle East,Cash,4.5,926,36.98,110.95
31189,2022-01-04,7278,Beauty,588.94,15,9,Asia,UPI,4.3,969,500.6,4505.39
31190,2023-05-28,9115,Fashion,893.82,5,9,North America,Wallet,1.9,291,849.13,7642.16
31191,2023-06-19,9049,Electronics,572.08,5,8,Middle East,PayPal,2.4,253,543.48,4347.81
31192,2022-05-13,5029,Books,592.31,0,4,North America,Cash,3.2,121,592.31,2369.24
31193,2023-09-13,4063,Books,995.56,30,3,Asia,Cash,2.7,1465,696.89,2090.68
31194,2022-11-24,9352,Beauty,898.96,15,9,North America,Wallet,1.0,1343,764.12,6877.04
31195,2023-10-19,4892,Home & Garden,638.3,25,9,North America,Credit Card,3.0,819,478.72,4308.52
31196,2023-06-17,2737,Books,519.1,15,1,Asia,Cash,1.3,571,441.24,441.24
31197,2023-02-10,5220,Fashion,200.0,20,5,Asia,PayPal,3.5,1698,160.0,800.0
31198,2023-12-15,8080,Beauty,845.67,15,8,North America,Credit Card,1.8,401,718.82,5750.56
31199,2023-06-11,4395,Sports,292.82,15,6,Europe,UPI,2.4,308,248.9,1493.38
31200,2022-10-11,3454,Fashion,16.5,30,1,Europe,Cash,1.2,486,11.55,11.55
31201,2022-04-19,5957,Fashion,65.42,0,5,North America,Debit Card,2.0,564,65.42,327.1
31202,2023-08-08,3287,Books,204.72,10,7,North America,Debit Card,1.5,1699,184.25,1289.74
31203,2023-03-07,9150,Home & Garden,815.38,25,2,Middle East,Cash,2.7,113,611.54,1223.07
31204,2022-06-12,7292,Books,974.79,0,5,Asia,UPI,1.2,299,974.79,4873.95
31205,2022-09-08,9696,Books,719.51,10,5,Europe,Debit Card,3.3,1200,647.56,3237.8
31206,2023-10-25,4733,Sports,174.58,0,8,North America,Credit Card,3.9,1762,174.58,1396.64
31207,2022-08-14,9892,Fashion,866.38,5,4,Middle East,PayPal,4.8,135,823.06,3292.24
31208,2022-06-22,6113,Electronics,811.93,10,1,North America,Wallet,2.6,915,730.74,730.74
31209,2023-03-16,4005,Beauty,850.41,25,4,Asia,Cash,3.3,1604,637.81,2551.23
31210,2022-02-01,5790,Books,189.36,10,7,Asia,Debit Card,3.0,1237,170.42,1192.97
31211,2023-10-21,1010,Books,521.13,5,8,Europe,Credit Card,1.1,1925,495.07,3960.59
31212,2023-01-05,6221,Fashion,630.09,0,7,Europe,UPI,1.6,163,630.09,4410.63
31213,2023-07-16,4677,Sports,680.97,5,8,Middle East,PayPal,4.9,238,646.92,5175.37
31214,2023-01-21,8334,Books,688.1,5,6,Middle East,Debit Card,2.7,1147,653.69,3922.17
31215,2023-09-30,6164,Sports,23.22,5,3,North America,Wallet,2.4,268,22.06,66.18
31216,2022-10-14,7860,Sports,960.15,0,5,Europe,Wallet,3.8,1537,960.15,4800.75
31217,2022-06-19,9105,Electronics,583.48,10,6,Middle East,Credit Card,2.8,1800,525.13,3150.79
31218,2023-04-16,1284,Sports,202.23,15,1,Europe,Wallet,2.1,132,171.9,171.9
31219,2023-03-07,7543,Electronics,768.56,25,4,Middle East,Wallet,4.6,1733,576.42,2305.68
31220,2023-05-08,6570,Beauty,63.51,20,3,Middle East,Wallet,2.1,1879,50.81,152.42
31221,2022-10-27,6731,Sports,173.6,5,5,Asia,Debit Card,4.2,1567,164.92,824.6
31222,2023-06-13,8611,Beauty,402.7,5,9,Asia,Cash,3.7,1278,382.56,3443.08
31223,2022-08-03,3435,Sports,567.54,0,6,Europe,Credit Card,1.1,345,567.54,3405.24
31224,2022-04-12,8523,Electronics,423.49,0,7,Asia,PayPal,2.0,1455,423.49,2964.43
31225,2023-03-31,2029,Electronics,310.64,0,8,North America,Credit Card,4.4,1597,310.64,2485.12
31226,2022-07-17,7584,Beauty,739.6,0,4,North America,Cash,3.0,915,739.6,2958.4
31227,2023-12-18,9091,Fashion,16.66,10,7,North America,Cash,4.1,365,14.99,104.96
31228,2022-01-03,5451,Fashion,681.65,10,2,Middle East,PayPal,4.7,317,613.48,1226.97
31229,2023-01-29,3966,Fashion,950.36,30,8,North America,Wallet,2.8,1036,665.25,5322.02
31230,2023-02-17,8755,Sports,158.99,20,8,Europe,Debit Card,3.1,1455,127.19,1017.54
31231,2022-07-06,1553,Fashion,857.18,15,1,Asia,Wallet,5.0,153,728.6,728.6
31232,2023-08-28,1267,Beauty,193.46,25,6,Europe,Cash,1.8,1999,145.1,870.57
31233,2022-08-07,8135,Fashion,426.65,5,7,Asia,UPI,2.3,1749,405.32,2837.22
31234,2023-11-04,2240,Beauty,975.29,0,5,North America,UPI,1.5,1511,975.29,4876.45
31235,2023-10-20,5159,Beauty,788.86,5,2,North America,Cash,3.1,1875,749.42,1498.83
31236,2023-11-29,3489,Home & Garden,365.81,25,5,Middle East,Credit Card,3.9,185,274.36,1371.79
31237,2022-03-30,8858,Sports,355.77,30,6,Asia,Debit Card,1.7,474,249.04,1494.23
31238,2023-01-16,6394,Home & Garden,328.83,5,5,Europe,Wallet,2.3,1035,312.39,1561.94
31239,2022-04-05,9661,Electronics,368.88,5,3,Europe,UPI,3.8,258,350.44,1051.31
31240,2023-06-27,4287,Sports,976.12,15,5,Europe,PayPal,3.2,696,829.7,4148.51
31241,2022-04-03,3019,Sports,347.37,15,6,North America,Wallet,1.7,1686,295.26,1771.59
31242,2023-04-25,6313,Books,450.66,15,6,North America,Wallet,4.4,1161,383.06,2298.37
31243,2023-07-08,5317,Fashion,220.02,10,1,Asia,Cash,3.1,811,198.02,198.02
31244,2023-05-28,6824,Fashion,642.35,5,2,North America,Wallet,4.8,639,610.23,1220.46
31245,2022-06-03,1838,Beauty,834.38,30,6,Europe,Cash,1.4,239,584.07,3504.4
31246,2022-10-29,9943,Electronics,293.12,25,5,North America,Credit Card,4.3,134,219.84,1099.2
31247,2022-05-31,9461,Home & Garden,220.63,0,7,Asia,UPI,1.2,478,220.63,1544.41
31248,2023-01-26,5827,Fashion,456.87,30,7,Europe,Credit Card,4.9,1350,319.81,2238.66
31249,2023-01-06,7987,Fashion,687.96,0,5,Middle East,Credit Card,4.1,224,687.96,3439.8
31250,2022-12-15,4503,Electronics,412.53,10,7,Asia,Debit Card,3.3,1135,371.28,2598.94
31251,2023-07-31,8824,Fashion,156.23,10,5,Asia,UPI,1.2,1878,140.61,703.04
31252,2022-11-16,3075,Books,188.55,25,6,North America,PayPal,3.3,1748,141.41,848.48
31253,2023-03-01,2312,Fashion,294.63,20,8,North America,Debit Card,2.7,1008,235.7,1885.63
31254,2023-09-30,3284,Books,836.2,30,7,North America,Debit Card,4.4,276,585.34,4097.38
31255,2023-07-16,9575,Sports,514.07,30,7,North America,UPI,1.4,901,359.85,2518.94
31256,2023-08-31,3808,Sports,591.97,25,4,Europe,Debit Card,2.0,132,443.98,1775.91
31257,2022-01-24,9995,Books,209.22,20,8,Asia,Cash,4.1,736,167.38,1339.01
31258,2023-03-07,7521,Home & Garden,657.95,15,9,Middle East,Credit Card,3.2,1506,559.26,5033.32
31259,2022-06-06,7355,Home & Garden,840.41,10,9,Europe,Debit Card,1.6,737,756.37,6807.32
31260,2022-08-30,4719,Beauty,208.1,30,9,North America,Wallet,1.1,950,145.67,1311.03
31261,2022-05-17,5771,Books,67.86,10,5,Middle East,Credit Card,3.4,648,61.07,305.37
31262,2023-04-17,3696,Beauty,667.4,20,6,Middle East,Cash,3.9,1778,533.92,3203.52
31263,2022-05-28,6796,Electronics,817.72,15,6,Europe,UPI,1.9,928,695.06,4170.37
31264,2022-08-14,1808,Electronics,687.44,25,3,Middle East,Credit Card,3.4,1303,515.58,1546.74
31265,2023-11-01,4293,Books,434.15,30,4,North America,Cash,2.1,756,303.9,1215.62
31266,2023-05-01,4459,Beauty,656.98,30,5,Asia,Cash,2.8,1634,459.89,2299.43
31267,2022-05-02,3419,Sports,996.96,30,1,North America,PayPal,1.1,692,697.87,697.87
31268,2023-04-07,5224,Books,627.36,25,6,Asia,Cash,3.0,189,470.52,2823.12
31269,2023-10-02,8571,Books,532.85,5,4,Asia,Cash,2.6,399,506.21,2024.83
31270,2023-05-30,7363,Beauty,544.36,0,8,North America,Wallet,3.1,1374,544.36,4354.88
31271,2023-08-17,5567,Electronics,474.34,5,2,Asia,Cash,1.8,1509,450.62,901.25
31272,2022-01-28,4524,Home & Garden,690.96,30,3,Europe,Debit Card,1.8,1097,483.67,1451.02
31273,2022-06-05,7751,Sports,846.33,30,6,Europe,Wallet,2.6,447,592.43,3554.59
31274,2022-06-25,7237,Beauty,723.6,10,7,North America,Debit Card,2.7,1224,651.24,4558.68
31275,2022-08-22,6319,Beauty,233.14,25,5,North America,PayPal,3.6,1083,174.86,874.28
31276,2023-04-28,2867,Sports,372.99,5,2,Middle East,Cash,1.7,183,354.34,708.68
31277,2023-11-27,2375,Home & Garden,594.99,25,8,Asia,PayPal,2.3,475,446.24,3569.94
31278,2023-08-10,9130,Home & Garden,993.22,20,1,North America,Cash,2.6,1141,794.58,794.58
31279,2022-02-27,6401,Books,77.91,20,7,North America,Debit Card,2.4,198,62.33,436.3
31280,2022-02-06,9803,Books,196.7,5,8,North America,UPI,2.1,1737,186.86,1494.92
31281,2023-12-27,7992,Fashion,776.97,25,9,Europe,Credit Card,1.7,214,582.73,5244.55
31282,2023-03-15,4316,Sports,200.38,5,1,Asia,Cash,3.8,1773,190.36,190.36
31283,2022-11-20,2598,Beauty,675.83,20,9,Middle East,UPI,4.1,1066,540.66,4865.98
31284,2022-10-07,5949,Fashion,994.4,15,1,Middle East,PayPal,2.7,181,845.24,845.24
31285,2023-07-10,7572,Fashion,644.4,15,8,Europe,PayPal,3.5,1486,547.74,4381.92
31286,2023-10-05,1638,Fashion,484.3,10,3,Europe,Debit Card,3.8,388,435.87,1307.61
31287,2023-10-16,5166,Books,834.32,30,6,Middle East,Wallet,4.2,1616,584.02,3504.14
31288,2023-04-04,1645,Electronics,774.06,0,9,Europe,Credit Card,4.3,814,774.06,6966.54
31289,2022-02-26,6884,Fashion,713.75,20,2,Middle East,UPI,4.9,271,571.0,1142.0
31290,2023-11-19,7668,Beauty,126.02,5,6,Asia,UPI,3.2,1803,119.72,718.31
31291,2023-07-20,1089,Home & Garden,635.45,0,5,North America,Credit Card,1.5,404,635.45,3177.25
31292,2022-10-15,1550,Books,23.13,30,6,Asia,PayPal,4.9,855,16.19,97.15
31293,2023-04-23,9251,Home & Garden,65.94,25,4,Asia,PayPal,1.7,1736,49.46,197.82
31294,2023-04-03,6224,Electronics,48.24,10,3,North America,Debit Card,1.5,1006,43.42,130.25
31295,2023-08-18,6581,Electronics,117.83,30,7,Middle East,Debit Card,3.0,1747,82.48,577.37
31296,2022-11-27,5178,Fashion,438.17,30,6,Middle East,UPI,4.0,339,306.72,1840.31
31297,2023-12-22,4479,Fashion,946.76,10,5,Middle East,Debit Card,4.2,1246,852.08,4260.42
31298,2022-09-23,7091,Books,84.13,0,3,Europe,Debit Card,1.8,1702,84.13,252.39
31299,2022-03-14,3633,Fashion,724.1,20,8,Middle East,Wallet,3.3,1303,579.28,4634.24
31300,2023-10-05,7790,Books,512.26,10,9,North America,Wallet,3.1,266,461.03,4149.31
31301,2023-04-01,4501,Electronics,283.09,25,6,Asia,Debit Card,3.4,1253,212.32,1273.9
31302,2023-03-07,1889,Beauty,323.75,15,4,North America,Wallet,1.2,1891,275.19,1100.75
31303,2023-05-24,9765,Beauty,32.63,5,3,Middle East,UPI,3.0,959,31.0,93.0
31304,2022-11-18,9704,Sports,703.41,0,4,Middle East,PayPal,1.6,1812,703.41,2813.64
31305,2022-11-18,8246,Home & Garden,109.41,0,2,Asia,Debit Card,1.3,1250,109.41,218.82
31306,2022-07-27,5160,Sports,44.35,15,4,Europe,Wallet,4.5,1303,37.7,150.79
31307,2023-08-31,5051,Sports,473.63,30,3,Europe,Credit Card,4.3,482,331.54,994.62
31308,2023-06-22,3230,Beauty,482.57,30,2,Asia,Wallet,2.2,386,337.8,675.6
31309,2022-03-21,6185,Fashion,658.18,25,6,North America,Cash,2.9,455,493.64,2961.81
31310,2023-07-12,8375,Books,709.37,30,8,North America,Cash,3.6,1456,496.56,3972.47
31311,2023-07-08,7197,Beauty,513.7,30,5,North America,Credit Card,4.9,1604,359.59,1797.95
31312,2023-10-02,3283,Sports,710.95,10,8,Asia,Cash,4.6,1558,639.86,5118.84
31313,2023-12-03,5984,Sports,257.73,25,6,North America,PayPal,2.2,898,193.3,1159.79
31314,2022-02-10,1611,Home & Garden,152.26,10,9,North America,Debit Card,3.9,709,137.03,1233.31
31315,2023-04-09,9629,Fashion,932.16,10,5,North America,Debit Card,4.0,549,838.94,4194.72
31316,2022-08-04,7837,Sports,379.53,0,3,Asia,Cash,1.4,392,379.53,1138.59
31317,2023-04-19,8106,Sports,99.16,5,2,North America,Wallet,4.8,1095,94.2,188.4
31318,2023-06-11,8275,Books,828.84,0,3,Asia,Credit Card,3.6,1953,828.84,2486.52
31319,2022-03-09,9715,Fashion,616.97,25,4,Europe,Cash,2.7,459,462.73,1850.91
31320,2022-12-28,4577,Electronics,596.03,25,3,Middle East,Wallet,2.3,1990,447.02,1341.07
31321,2023-08-21,7486,Electronics,141.29,0,7,Asia,Credit Card,1.7,236,141.29,989.03
31322,2022-03-08,3261,Sports,759.8,15,2,North America,Wallet,3.7,335,645.83,1291.66
31323,2022-11-25,2023,Sports,211.59,25,7,Middle East,Credit Card,1.2,1769,158.69,1110.85
31324,2023-05-21,9513,Books,51.67,15,5,Middle East,Cash,4.9,165,43.92,219.6
31325,2023-09-09,8235,Electronics,169.45,30,7,Middle East,Wallet,5.0,882,118.61,830.3
31326,2022-03-01,4757,Fashion,703.57,30,1,North America,Cash,1.8,800,492.5,492.5
31327,2023-07-26,9068,Fashion,793.26,15,6,Europe,UPI,3.1,1266,674.27,4045.63
31328,2023-08-18,9641,Beauty,254.13,5,4,Europe,Wallet,1.6,1949,241.42,965.69
31329,2022-11-06,2284,Home & Garden,321.89,20,6,Middle East,PayPal,1.7,1668,257.51,1545.07
31330,2023-01-14,2660,Beauty,171.11,15,1,Middle East,UPI,3.9,1997,145.44,145.44
31331,2023-06-07,6353,Fashion,458.23,10,5,Europe,Wallet,3.8,1441,412.41,2062.04
31332,2023-09-16,1903,Beauty,227.86,0,1,Europe,PayPal,2.6,1075,227.86,227.86
31333,2023-12-31,9521,Home & Garden,984.27,20,8,Europe,Wallet,4.6,1188,787.42,6299.33
31334,2023-10-05,9828,Home & Garden,769.29,15,8,Europe,UPI,2.2,1054,653.9,5231.17
31335,2023-02-04,7010,Books,601.14,20,6,North America,Credit Card,3.2,228,480.91,2885.47
31336,2022-06-21,1412,Sports,724.11,15,8,Asia,Cash,4.4,562,615.49,4923.95
31337,2023-02-19,7639,Fashion,175.24,0,8,Middle East,Credit Card,1.6,793,175.24,1401.92
31338,2023-07-18,4833,Electronics,746.17,30,2,Europe,PayPal,1.1,1585,522.32,1044.64
31339,2022-08-04,3415,Electronics,352.87,30,1,North America,Cash,5.0,1174,247.01,247.01
31340,2023-06-02,3586,Fashion,474.85,0,4,Europe,Debit Card,2.6,720,474.85,1899.4
31341,2022-09-27,6571,Beauty,886.43,10,1,Middle East,Debit Card,3.8,1782,797.79,797.79
31342,2023-07-18,9672,Beauty,944.77,5,5,Middle East,Cash,4.5,310,897.53,4487.66
31343,2023-06-09,7557,Fashion,770.88,25,4,Asia,Wallet,3.3,286,578.16,2312.64
31344,2023-03-30,7280,Fashion,769.91,10,7,Europe,Debit Card,4.5,1894,692.92,4850.43
31345,2023-02-25,3882,Fashion,747.09,5,7,North America,Wallet,4.7,970,709.74,4968.15
31346,2022-07-30,3519,Books,630.13,25,9,North America,Wallet,4.6,943,472.6,4253.38
31347,2023-06-22,5400,Electronics,203.59,15,7,Middle East,Credit Card,1.3,1594,173.05,1211.36
31348,2022-01-24,9846,Books,592.54,25,7,Europe,UPI,2.2,914,444.4,3110.84
31349,2022-06-09,1180,Home & Garden,66.03,5,9,Europe,Debit Card,4.4,1243,62.73,564.56
31350,2022-01-18,5125,Books,40.4,30,5,Europe,Credit Card,4.0,1450,28.28,141.4
31351,2023-12-03,4019,Sports,839.62,0,5,Middle East,PayPal,3.1,549,839.62,4198.1
31352,2023-05-06,1764,Books,545.13,25,1,North America,Cash,3.6,1081,408.85,408.85
31353,2023-02-13,5135,Home & Garden,26.22,5,3,North America,Debit Card,1.4,885,24.91,74.73
31354,2022-03-23,6038,Electronics,279.99,5,3,Asia,UPI,3.8,1330,265.99,797.97
31355,2022-06-04,7799,Beauty,686.11,10,3,North America,UPI,3.9,1367,617.5,1852.5
31356,2022-09-01,4390,Electronics,939.96,15,5,Asia,Debit Card,4.9,866,798.97,3994.83
31357,2023-08-31,2064,Fashion,845.66,30,5,Europe,Cash,4.0,1250,591.96,2959.81
31358,2023-02-13,3456,Home & Garden,450.67,5,8,Middle East,Debit Card,3.1,1057,428.14,3425.09
31359,2023-11-29,6681,Fashion,292.71,30,9,Middle East,Cash,2.9,1551,204.9,1844.07
31360,2022-04-22,2346,Fashion,317.02,15,2,North America,Cash,4.0,1190,269.47,538.93
31361,2022-07-04,7997,Books,736.29,30,3,Asia,Credit Card,1.2,360,515.4,1546.21
31362,2022-04-28,5132,Home & Garden,806.39,15,8,North America,Debit Card,4.1,821,685.43,5483.45
31363,2023-10-09,3453,Sports,371.82,30,4,Europe,Wallet,3.1,1089,260.27,1041.1
31364,2023-11-15,1538,Beauty,626.63,5,2,Middle East,UPI,4.1,1106,595.3,1190.6
31365,2023-09-10,3303,Books,748.16,15,1,North America,Cash,4.1,766,635.94,635.94
31366,2022-01-29,7421,Fashion,847.25,20,7,Middle East,Debit Card,4.9,1811,677.8,4744.6
31367,2023-10-10,1248,Electronics,644.51,0,8,North America,Credit Card,2.6,585,644.51,5156.08
31368,2022-12-08,2391,Fashion,865.65,10,2,Europe,UPI,2.4,613,779.08,1558.17
31369,2022-04-01,3172,Electronics,288.73,0,5,Middle East,Debit Card,3.6,1979,288.73,1443.65
31370,2023-07-15,2335,Beauty,701.79,10,6,North America,Cash,3.4,773,631.61,3789.67
31371,2023-07-14,3259,Fashion,408.04,30,1,Asia,Credit Card,2.2,154,285.63,285.63
31372,2022-04-13,7615,Home & Garden,929.35,5,7,North America,Debit Card,2.9,1681,882.88,6180.18
31373,2022-06-08,6534,Home & Garden,226.59,15,6,Asia,PayPal,1.5,777,192.6,1155.61
31374,2023-08-04,9691,Beauty,789.49,10,3,Middle East,Debit Card,1.0,421,710.54,2131.62
31375,2023-10-25,1810,Fashion,932.34,25,4,Middle East,Debit Card,1.8,147,699.26,2797.02
31376,2023-07-07,5984,Fashion,685.62,5,6,Asia,Cash,1.2,320,651.34,3908.03
31377,2023-06-20,8348,Electronics,791.12,5,1,North America,PayPal,2.5,1931,751.56,751.56
31378,2023-10-22,8556,Sports,887.3,10,9,Middle East,Credit Card,1.9,746,798.57,7187.13
31379,2023-02-01,4713,Home & Garden,316.43,5,1,North America,Credit Card,3.5,1257,300.61,300.61
31380,2023-11-03,4704,Electronics,133.27,10,9,Europe,Wallet,4.2,881,119.94,1079.49
31381,2022-04-11,2210,Books,937.14,15,6,Asia,Credit Card,3.5,1205,796.57,4779.41
31382,2023-06-08,4745,Beauty,47.13,15,3,Asia,Wallet,1.4,1563,40.06,120.18
31383,2022-05-18,8791,Beauty,489.76,0,7,Middle East,Credit Card,1.3,566,489.76,3428.32
31384,2022-01-28,2491,Sports,329.24,25,7,Middle East,Cash,3.0,1637,246.93,1728.51
31385,2023-10-27,8301,Fashion,559.05,20,6,Middle East,Cash,5.0,1899,447.24,2683.44
